num_samples: 100
step: 0.01
stochastic: False
iteration,err_cnn,err_bcnn,err_cnn_adv,err_bcnn_adv,rms
0,0.883,0.878,0.0
10,0.883,0.878,0.000223806154629
20,0.883,0.877,0.000422925229256
30,0.883,0.876,0.000601651430362
40,0.883,0.877,0.000763618641892
50,0.883,0.877,0.000910696862703
60,0.883,0.877,0.00104575440777
70,0.883,0.878,0.00117032641669
80,0.883,0.878,0.00128514030537
90,0.883,0.877,0.00139198821355
100,0.883,0.878,0.00149196675538
110,0.883,0.877,0.00158615126874
120,0.883,0.877,0.00167466176625
130,0.883,0.877,0.00175821730631
140,0.883,0.878,0.00183676751781
150,0.883,0.876,0.00191105385175
160,0.883,0.878,0.00198148782614
170,0.883,0.878,0.00204853785768
180,0.883,0.878,0.00211223073857
190,0.883,0.877,0.00217225548258
200,0.883,0.876,0.0022295681452
210,0.883,0.877,0.00228394003991
220,0.883,0.879,0.00233563450319
230,0.883,0.879,0.00238471180119
240,0.883,0.878,0.00243139406378
250,0.883,0.878,0.00247629321216
260,0.883,0.877,0.00251936622304
270,0.883,0.877,0.00256082907297
280,0.883,0.877,0.00260060095692
290,0.883,0.878,0.00263902508711
300,0.883,0.878,0.00267614125891
310,0.883,0.878,0.00271192017366
320,0.883,0.879,0.00274641013066
330,0.883,0.877,0.00277959274978
340,0.883,0.877,0.00281157810565
350,0.883,0.878,0.00284257456851
360,0.883,0.878,0.00287270927804
370,0.883,0.876,0.0029018836367
380,0.883,0.877,0.00292989684381
390,0.883,0.877,0.00295712815674
400,0.883,0.879,0.00298333082427
410,0.883,0.877,0.00300872073247
420,0.883,0.878,0.00303337063779
430,0.883,0.878,0.00305729232981
440,0.883,0.878,0.00308047622675
450,0.883,0.877,0.00310312250834
460,0.883,0.877,0.00312520512875
470,0.883,0.878,0.00314674868524
480,0.883,0.878,0.00316780255885
490,0.883,0.879,0.00318821971117
500,0.883,0.878,0.00320810598198
510,0.883,0.878,0.00322755196746
520,0.883,0.878,0.00324649290875
530,0.883,0.878,0.00326493569891
540,0.883,0.877,0.00328291291492
550,0.883,0.876,0.00330045717401
560,0.883,0.878,0.00331754763306
570,0.883,0.878,0.00333421063734
580,0.883,0.877,0.00335062849009
590,0.883,0.877,0.00336671683569
600,0.883,0.879,0.00338260282064
610,0.883,0.877,0.00339813268766
620,0.883,0.878,0.00341343966326
630,0.883,0.877,0.00342841820726
640,0.883,0.877,0.00344300159243
650,0.883,0.877,0.00345727027445
660,0.883,0.878,0.00347130497276
670,0.883,0.877,0.00348506173724
680,0.883,0.878,0.00349869524362
690,0.883,0.878,0.00351217376396
700,0.883,0.877,0.00352552606441
710,0.883,0.878,0.00353867243744
720,0.883,0.878,0.00355158848019
730,0.883,0.878,0.00356427976513
740,0.883,0.878,0.0035767025115
750,0.883,0.877,0.00358892018097
760,0.883,0.878,0.00360102071324
770,0.883,0.877,0.00361292038243
780,0.883,0.878,0.00362467098702
790,0.883,0.877,0.00363618187191
800,0.883,0.878,0.00364754299511
810,0.883,0.877,0.00365864135849
820,0.883,0.877,0.00366970487218
830,0.883,0.878,0.00368061186814
840,0.883,0.877,0.00369127997864
850,0.883,0.877,0.00370175197322
860,0.883,0.878,0.00371205679742
870,0.883,0.877,0.00372217069772
880,0.883,0.878,0.00373218092233
890,0.883,0.878,0.00374191368087
900,0.883,0.876,0.00375149360498
910,0.883,0.878,0.00376099632936
920,0.883,0.877,0.0037703339481
930,0.883,0.878,0.0037795857836
940,0.883,0.877,0.00378870057802
950,0.883,0.878,0.00379769482705
960,0.883,0.876,0.00380666893417
970,0.883,0.878,0.0038155109923
980,0.883,0.878,0.00382422889221
990,0.883,0.877,0.00383285855575
1000,0.883,0.878,0.00384143837627
